"","day","total","A","B","C","AA","AB","AC","BA","BB","CA"
"465","2007-04-10",27,13,14,0,6,5,2,10,4,0
"466","2007-04-11",22,10,10,2,4,4,2,5,5,2
"467","2007-04-12",19,8,10,1,3,2,3,5,5,1
"468","2007-04-13",20,12,7,1,7,4,1,3,4,1
"469","2007-04-14",22,14,5,3,5,5,4,3,2,3
"470","2007-04-15",19,11,7,1,6,1,4,2,5,1
"471","2007-04-16",24,12,8,4,6,4,2,2,6,4
"472","2007-04-17",18,9,7,2,5,1,3,4,3,2
"473","2007-04-18",23,10,10,3,5,3,2,7,3,3
"474","2007-04-19",19,10,8,1,5,5,0,4,4,1
"475","2007-04-20",25,16,7,2,6,5,5,3,4,2
"476","2007-04-21",22,10,7,5,4,5,1,6,1,5
"477","2007-04-22",17,8,6,3,3,3,2,4,2,3
"478","2007-04-23",20,10,7,3,3,7,0,5,2,3
"479","2007-04-24",27,10,12,5,6,3,1,4,8,5
"480","2007-04-25",24,17,6,1,8,6,3,2,4,1
"481","2007-04-26",25,17,8,0,8,4,5,3,5,0
"482","2007-04-27",20,7,13,0,2,2,3,5,8,0
"483","2007-04-28",20,13,4,3,7,4,2,2,2,3
"484","2007-04-29",25,15,6,4,6,6,3,3,3,4
"485","2007-04-30",21,7,12,2,3,3,1,6,6,2
"486","2007-05-01",19,6,10,3,2,1,3,7,3,3
"487","2007-05-02",16,8,6,2,3,1,4,4,2,2
"488","2007-05-03",15,6,7,2,4,2,0,3,4,2
"489","2007-05-04",17,7,6,4,4,3,0,1,5,4
"490","2007-05-05",20,11,8,1,4,3,4,6,2,1
"491","2007-05-06",28,13,9,6,2,10,1,5,4,6
"492","2007-05-07",21,11,7,3,6,3,2,5,2,3
"493","2007-05-08",23,15,5,3,6,8,1,3,2,3
"494","2007-05-09",21,10,9,2,4,4,2,4,5,2
"495","2007-05-10",23,9,7,7,4,2,3,3,4,7
"496","2007-05-11",16,9,5,2,1,4,4,4,1,2
"497","2007-05-12",27,17,6,4,8,5,4,1,5,4
"498","2007-05-13",19,13,4,2,11,0,2,2,2,2
"499","2007-05-14",19,13,3,3,3,6,4,3,0,3
"500","2007-05-15",22,12,9,1,6,6,0,5,4,1
"501","2007-05-16",24,8,13,3,6,2,0,6,7,3
"502","2007-05-17",26,12,9,5,5,4,3,3,6,5
"503","2007-05-18",24,14,9,1,5,5,4,6,3,1
"504","2007-05-19",19,11,6,2,3,6,2,3,3,2
"505","2007-05-20",21,9,8,4,3,4,2,3,5,4
"506","2007-05-21",17,5,9,3,3,1,1,3,6,3
"507","2007-05-22",19,9,9,1,5,2,2,5,4,1
"508","2007-05-23",20,11,6,3,4,3,4,2,4,3
"509","2007-05-24",19,9,6,4,5,3,1,2,4,4
"510","2007-05-25",22,14,7,1,4,5,5,4,3,1
"511","2007-05-26",23,12,11,0,5,6,1,7,4,0
"512","2007-05-27",23,11,8,4,3,6,2,3,5,4
"513","2007-05-28",14,9,5,0,5,4,0,4,1,0
"514","2007-05-29",13,7,5,1,4,3,0,3,2,1
"515","2007-05-30",23,15,8,0,10,3,2,4,4,0
"516","2007-05-31",24,15,7,2,6,6,3,4,3,2
"517","2007-06-01",24,11,11,2,2,7,2,7,4,2
"518","2007-06-02",22,13,9,0,4,5,4,4,5,0
"519","2007-06-03",27,14,9,4,2,7,5,5,4,4
"520","2007-06-04",21,13,7,1,3,6,4,4,3,1
"521","2007-06-05",22,10,8,4,4,5,1,5,3,4
"522","2007-06-06",28,13,14,1,5,4,4,9,5,1
"523","2007-06-07",24,16,5,3,4,5,7,4,1,3
"524","2007-06-08",16,7,8,1,2,3,2,5,3,1
"525","2007-06-09",23,15,5,3,5,8,2,4,1,3
"526","2007-06-10",19,12,7,0,4,7,1,3,4,0
"527","2007-06-11",16,8,7,1,0,6,2,5,2,1
"528","2007-06-12",24,11,11,2,2,5,4,6,5,2
"529","2007-06-13",21,9,8,4,1,6,2,3,5,4
"530","2007-06-14",20,5,14,1,5,0,0,10,4,1
"531","2007-06-15",20,14,6,0,6,5,3,5,1,0
"532","2007-06-16",19,13,2,4,3,7,3,1,1,4
"533","2007-06-17",15,5,6,4,3,1,1,2,4,4
"534","2007-06-18",14,8,5,1,1,4,3,3,2,1
"535","2007-06-19",16,7,8,1,3,2,2,3,5,1
"536","2007-06-20",17,12,4,1,4,6,2,3,1,1
"537","2007-06-21",20,11,8,1,1,7,3,2,6,1
"538","2007-06-22",25,15,10,0,4,8,3,2,8,0
"539","2007-06-23",19,11,7,1,3,7,1,4,3,1
"540","2007-06-24",18,11,7,0,3,5,3,4,3,0
"541","2007-06-25",28,12,14,2,5,5,2,7,7,2
"542","2007-06-26",16,6,7,3,2,2,2,2,5,3
"543","2007-06-27",23,11,10,2,2,8,1,5,5,2
"544","2007-06-28",24,12,10,2,2,7,3,4,6,2
"545","2007-06-29",18,10,7,1,6,3,1,3,4,1
"546","2007-06-30",16,7,7,2,4,1,2,5,2,2
"547","2007-07-01",19,11,5,3,6,3,2,2,3,3
"548","2007-07-02",18,8,8,2,2,3,3,3,5,2
"549","2007-07-03",19,15,3,1,4,8,3,2,1,1
"550","2007-07-04",11,9,1,1,1,4,4,1,0,1
"551","2007-07-05",21,9,10,2,5,3,1,5,5,2
"552","2007-07-06",16,5,8,3,1,4,0,6,2,3
"553","2007-07-07",15,10,4,1,7,0,3,3,1,1
"554","2007-07-08",25,13,8,4,5,4,4,0,8,4
"555","2007-07-09",20,11,8,1,3,5,3,2,6,1
"556","2007-07-10",22,15,5,2,4,5,6,4,1,2
"557","2007-07-11",28,14,12,2,7,6,1,8,4,2
"558","2007-07-12",21,14,5,2,6,5,3,3,2,2
"559","2007-07-13",17,10,4,3,4,3,3,2,2,3
"560","2007-07-14",24,9,10,5,4,2,3,6,4,5
"561","2007-07-15",24,11,11,2,4,5,2,5,6,2
"562","2007-07-16",25,12,9,4,5,3,4,5,4,4
"563","2007-07-17",17,7,8,2,3,1,3,4,4,2
"564","2007-07-18",24,12,11,1,4,6,2,6,5,1
"565","2007-07-19",13,9,3,1,2,7,0,3,0,1
"566","2007-07-20",16,6,5,5,2,2,2,2,3,5
"567","2007-07-21",17,11,4,2,4,4,3,1,3,2
"568","2007-07-22",17,12,3,2,4,5,3,3,0,2
"569","2007-07-23",25,14,7,4,4,6,4,3,4,4
"570","2007-07-24",24,11,11,2,6,3,2,4,7,2
"571","2007-07-25",24,9,13,2,4,4,1,6,7,2
"572","2007-07-26",23,11,8,4,7,3,1,5,3,4
"573","2007-07-27",17,10,6,1,7,2,1,1,5,1
"574","2007-07-28",18,9,7,2,3,4,2,2,5,2
"575","2007-07-29",16,10,4,2,5,5,0,2,2,2
"576","2007-07-30",15,6,8,1,4,2,0,5,3,1
"577","2007-07-31",12,7,4,1,2,5,0,1,3,1
"578","2007-08-01",17,9,7,1,3,4,2,2,5,1
"579","2007-08-02",22,13,9,0,4,6,3,2,7,0
"580","2007-08-03",26,14,12,0,2,8,4,5,7,0
"581","2007-08-04",33,18,13,2,10,6,2,6,7,2
"582","2007-08-05",18,9,6,3,2,5,2,4,2,3
"583","2007-08-06",26,14,12,0,5,6,3,6,6,0
"584","2007-08-07",22,13,7,2,3,6,4,5,2,2
"585","2007-08-08",21,8,9,4,1,5,2,6,3,4
"586","2007-08-09",20,12,7,1,3,6,3,5,2,1
"587","2007-08-10",19,7,11,1,1,2,4,5,6,1
"588","2007-08-11",20,5,15,0,2,2,1,11,4,0
"589","2007-08-12",18,8,7,3,2,4,2,5,2,3
"590","2007-08-13",18,8,10,0,3,3,2,7,3,0
"591","2007-08-14",17,8,8,1,3,4,1,2,6,1
"592","2007-08-15",20,10,5,5,2,5,3,3,2,5
"593","2007-08-16",26,11,13,2,3,7,1,5,8,2
"594","2007-08-17",19,9,8,2,2,6,1,3,5,2
"595","2007-08-18",32,16,13,3,6,6,4,9,4,3
"596","2007-08-19",22,9,11,2,5,3,1,9,2,2
"597","2007-08-20",24,12,8,4,6,5,1,2,6,4
"598","2007-08-21",19,10,7,2,4,4,2,4,3,2
"599","2007-08-22",25,11,12,2,1,10,0,8,4,2
"600","2007-08-23",12,9,3,0,7,2,0,2,1,0
"601","2007-08-24",25,15,10,0,4,7,4,4,6,0
"602","2007-08-25",18,11,5,2,5,4,2,3,2,2
"603","2007-08-26",14,5,7,2,0,2,3,3,4,2
"604","2007-08-27",20,9,8,3,3,4,2,4,4,3
"605","2007-08-28",24,11,10,3,4,6,1,4,6,3
"606","2007-08-29",20,11,9,0,2,7,2,5,4,0
"607","2007-08-30",20,13,6,1,5,5,3,1,5,1
"608","2007-08-31",25,12,7,6,5,3,4,3,4,6
"609","2007-09-01",23,12,11,0,5,5,2,4,7,0
"610","2007-09-02",22,11,8,3,4,3,4,2,6,3
"611","2007-09-03",22,12,6,4,5,4,3,3,3,4
"612","2007-09-04",23,6,16,1,0,2,4,9,7,1
"613","2007-09-05",23,10,10,3,7,3,0,4,6,3
"614","2007-09-06",25,11,13,1,4,6,1,5,8,1
"615","2007-09-07",23,13,7,3,5,5,3,4,3,3
"616","2007-09-08",23,14,8,1,4,6,4,4,4,1
"617","2007-09-09",15,8,5,2,3,3,2,3,2,2
"618","2007-09-10",24,11,9,4,4,3,4,5,4,4
"619","2007-09-11",31,15,11,5,7,4,4,5,6,5
"620","2007-09-12",24,13,9,2,6,3,4,7,2,2
"621","2007-09-13",17,8,8,1,2,4,2,7,1,1
"622","2007-09-14",25,14,8,3,4,6,4,2,6,3
"623","2007-09-15",20,7,9,4,1,3,3,4,5,4
"624","2007-09-16",14,4,9,1,1,2,1,6,3,1
"625","2007-09-17",28,14,11,3,6,5,3,6,5,3
"626","2007-09-18",28,14,9,5,5,9,0,3,6,5
"627","2007-09-19",20,9,8,3,4,3,2,3,5,3
"628","2007-09-20",17,6,7,4,3,2,1,2,5,4
"629","2007-09-21",31,16,13,2,9,7,0,6,7,2
"630","2007-09-22",15,9,5,1,4,2,3,1,4,1
"631","2007-09-23",20,6,9,5,2,2,2,6,3,5
"632","2007-09-24",18,5,10,3,1,3,1,4,6,3
"633","2007-09-25",29,13,15,1,8,3,2,10,5,1
"634","2007-09-26",29,13,12,4,6,6,1,5,7,4
"635","2007-09-27",22,11,8,3,5,4,2,3,5,3
"636","2007-09-28",19,8,9,2,3,4,1,4,5,2
"637","2007-09-29",14,9,3,2,6,2,1,1,2,2
"638","2007-09-30",15,6,7,2,2,4,0,2,5,2
"639","2007-10-01",10,4,4,2,2,2,0,4,0,2
"640","2007-10-02",21,10,8,3,6,2,2,4,4,3
"641","2007-10-03",16,6,9,1,4,1,1,5,4,1
"642","2007-10-04",23,12,10,1,7,2,3,4,6,1
"643","2007-10-05",21,8,13,0,2,4,2,6,7,0
"644","2007-10-06",23,11,7,5,6,2,3,1,6,5
"645","2007-10-07",22,7,9,6,5,2,0,2,7,6
"646","2007-10-08",16,7,6,3,4,0,3,4,2,3
"647","2007-10-09",13,7,4,2,4,3,0,1,3,2
"648","2007-10-10",19,12,5,2,6,4,2,4,1,2
"649","2007-10-11",24,13,11,0,4,8,1,3,8,0
"650","2007-10-12",27,14,12,1,3,8,3,7,5,1
"651","2007-10-13",16,11,3,2,9,2,0,1,2,2
"652","2007-10-14",23,10,10,3,5,5,0,6,4,3
"653","2007-10-15",26,13,11,2,3,5,5,2,9,2
"654","2007-10-16",22,6,14,2,1,4,1,8,6,2
"655","2007-10-17",30,21,8,1,11,5,5,4,4,1
"656","2007-10-18",22,14,7,1,6,7,1,5,2,1
"657","2007-10-19",15,10,4,1,4,3,3,2,2,1
"658","2007-10-20",16,10,6,0,5,3,2,2,4,0
"659","2007-10-21",23,11,10,2,6,5,0,5,5,2
"660","2007-10-22",12,6,3,3,2,2,2,1,2,3
"661","2007-10-23",29,17,6,6,11,4,2,3,3,6
"662","2007-10-24",24,7,11,6,2,1,4,5,6,6
"663","2007-10-25",15,8,7,0,4,3,1,5,2,0
"664","2007-10-26",24,7,16,1,4,1,2,6,10,1
"665","2007-10-27",14,8,4,2,3,4,1,2,2,2
"666","2007-10-28",28,8,16,4,2,6,0,6,10,4
"667","2007-10-29",27,12,9,6,4,5,3,2,7,6
"668","2007-10-30",14,6,7,1,2,3,1,4,3,1
"669","2007-10-31",22,11,11,0,6,4,1,7,4,0
"670","2007-11-01",20,8,6,6,4,3,1,2,4,6
"671","2007-11-02",15,9,5,1,4,4,1,3,2,1
"672","2007-11-03",16,11,4,1,1,4,6,2,2,1
"673","2007-11-04",19,16,3,0,8,4,4,2,1,0
"674","2007-11-05",28,13,11,4,7,4,2,6,5,4
"675","2007-11-06",24,14,8,2,3,7,4,4,4,2
"676","2007-11-07",18,6,10,2,2,4,0,8,2,2
"677","2007-11-08",14,8,5,1,4,1,3,3,2,1
"678","2007-11-09",14,1,12,1,0,1,0,8,4,1
"679","2007-11-10",22,14,6,2,5,7,2,2,4,2
"680","2007-11-11",18,9,6,3,4,4,1,4,2,3
"681","2007-11-12",20,9,10,1,3,6,0,8,2,1
"682","2007-11-13",15,6,7,2,2,3,1,4,3,2
"683","2007-11-14",15,8,4,3,4,2,2,2,2,3
"684","2007-11-15",14,8,5,1,4,3,1,4,1,1
"685","2007-11-16",28,17,9,2,5,9,3,4,5,2
"686","2007-11-17",22,9,11,2,4,3,2,8,3,2
"687","2007-11-18",24,15,8,1,7,4,4,5,3,1
"688","2007-11-19",20,9,10,1,2,5,2,6,4,1
"689","2007-11-20",28,13,12,3,6,4,3,7,5,3
"690","2007-11-21",24,18,5,1,7,6,5,1,4,1
"691","2007-11-22",19,9,7,3,6,0,3,4,3,3
"692","2007-11-23",23,13,9,1,3,8,2,5,4,1
"693","2007-11-24",16,7,5,4,2,5,0,2,3,4
"694","2007-11-25",29,15,12,2,8,5,2,8,4,2
"695","2007-11-26",18,6,10,2,2,3,1,6,4,2
"696","2007-11-27",15,5,7,3,1,2,2,1,6,3
"697","2007-11-28",24,10,12,2,8,2,0,5,7,2
"698","2007-11-29",22,10,11,1,4,3,3,8,3,1
"699","2007-11-30",21,10,11,0,4,4,2,4,7,0
"700","2007-12-01",19,13,4,2,9,2,2,4,0,2
"701","2007-12-02",21,12,8,1,4,6,2,4,4,1
"702","2007-12-03",20,10,7,3,3,5,2,2,5,3
"703","2007-12-04",21,7,9,5,4,3,0,6,3,5
"704","2007-12-05",18,9,5,4,4,4,1,2,3,4
"705","2007-12-06",15,7,7,1,2,3,2,3,4,1
"706","2007-12-07",24,10,12,2,4,5,1,6,6,2
"707","2007-12-08",13,9,4,0,5,2,2,2,2,0
"708","2007-12-09",23,11,5,7,6,4,1,5,0,7
"709","2007-12-10",23,10,12,1,4,6,0,6,6,1
"710","2007-12-11",15,10,4,1,5,2,3,0,4,1
"711","2007-12-12",21,10,6,5,7,2,1,3,3,5
"712","2007-12-13",18,4,11,3,3,0,1,8,3,3
"713","2007-12-14",27,17,9,1,6,6,5,6,3,1
"714","2007-12-15",21,10,9,2,3,4,3,6,3,2
"715","2007-12-16",11,7,4,0,4,3,0,2,2,0
"716","2007-12-17",16,7,9,0,3,4,0,4,5,0
"717","2007-12-18",25,11,10,4,6,4,1,7,3,4
"718","2007-12-19",27,17,8,2,5,7,5,5,3,2
"719","2007-12-20",21,12,7,2,7,4,1,5,2,2
"720","2007-12-21",21,12,6,3,4,8,0,4,2,3
"721","2007-12-22",21,12,5,4,6,4,2,1,4,4
"722","2007-12-23",25,15,9,1,7,7,1,2,7,1
"723","2007-12-24",7,5,2,0,1,2,2,1,1,0
"724","2007-12-25",25,13,10,2,1,7,5,5,5,2
"725","2007-12-26",16,10,5,1,4,5,1,1,4,1
"726","2007-12-27",23,10,11,2,2,6,2,3,8,2
"727","2007-12-28",26,13,10,3,10,2,1,1,9,3
"728","2007-12-29",21,11,7,3,5,6,0,5,2,3
"729","2007-12-30",24,11,11,2,3,5,3,5,6,2
"730","2007-12-31",26,14,9,3,5,5,4,5,4,3
"731","2008-01-01",22,12,8,2,5,6,1,4,4,2
"732","2008-01-02",20,9,7,4,3,4,2,3,4,4
"733","2008-01-03",15,8,4,3,4,1,3,2,2,3
"734","2008-01-04",14,7,5,2,2,2,3,2,3,2
"735","2008-01-05",23,13,7,3,4,5,4,2,5,3
"736","2008-01-06",16,9,5,2,2,3,4,4,1,2
"737","2008-01-07",14,9,2,3,3,6,0,1,1,3
"738","2008-01-08",20,9,8,3,4,4,1,4,4,3
"739","2008-01-09",28,14,12,2,10,4,0,7,5,2
"740","2008-01-10",18,11,5,2,9,1,1,2,3,2
"741","2008-01-11",22,10,8,4,1,6,3,4,4,4
"742","2008-01-12",20,9,7,4,5,4,0,2,5,4
"743","2008-01-13",18,9,9,0,6,2,1,4,5,0
"744","2008-01-14",17,6,9,2,1,5,0,4,5,2
"745","2008-01-15",20,13,7,0,3,8,2,4,3,0
"746","2008-01-16",16,8,7,1,4,2,2,4,3,1
"747","2008-01-17",21,10,10,1,4,4,2,6,4,1
"748","2008-01-18",17,7,8,2,3,3,1,4,4,2
"749","2008-01-19",20,11,8,1,3,3,5,4,4,1
"750","2008-01-20",22,11,10,1,2,5,4,5,5,1
"751","2008-01-21",15,9,5,1,3,3,3,0,5,1
"752","2008-01-22",19,7,9,3,2,5,0,4,5,3
"753","2008-01-23",22,13,8,1,5,3,5,3,5,1
"754","2008-01-24",24,14,8,2,5,8,1,5,3,2
"755","2008-01-25",30,16,11,3,7,4,5,5,6,3
"756","2008-01-26",24,13,9,2,5,4,4,5,4,2
"757","2008-01-27",25,7,14,4,1,4,2,9,5,4
"758","2008-01-28",17,8,8,1,5,1,2,6,2,1
"759","2008-01-29",14,8,4,2,4,3,1,2,2,2
"760","2008-01-30",20,10,8,2,1,6,3,4,4,2
"761","2008-01-31",33,12,18,3,2,5,5,10,8,3
"762","2008-02-01",23,13,8,2,7,5,1,4,4,2
"763","2008-02-02",18,11,5,2,2,7,2,4,1,2
"764","2008-02-03",22,10,10,2,3,4,3,2,8,2
"765","2008-02-04",32,20,9,3,6,9,5,4,5,3
"766","2008-02-05",21,11,9,1,4,4,3,6,3,1
"767","2008-02-06",25,16,8,1,5,8,3,2,6,1
"768","2008-02-07",20,9,10,1,2,5,2,8,2,1
"769","2008-02-08",18,9,9,0,5,4,0,4,5,0
"770","2008-02-09",25,12,12,1,8,2,2,7,5,1
"771","2008-02-10",18,9,7,2,2,5,2,3,4,2
"772","2008-02-11",17,8,8,1,3,4,1,4,4,1
"773","2008-02-12",29,15,11,3,7,6,2,6,5,3
"774","2008-02-13",25,10,10,5,7,2,1,3,7,5
"775","2008-02-14",19,12,4,3,7,4,1,4,0,3
"776","2008-02-15",21,15,4,2,2,5,8,2,2,2
"777","2008-02-16",11,4,7,0,1,2,1,2,5,0
"778","2008-02-17",19,9,8,2,7,1,1,3,5,2
"779","2008-02-18",19,14,5,0,5,7,2,2,3,0
"780","2008-02-19",19,9,7,3,2,5,2,3,4,3
"781","2008-02-20",23,12,9,2,3,8,1,4,5,2
"782","2008-02-21",19,11,7,1,7,1,3,4,3,1
"783","2008-02-22",29,17,9,3,7,7,3,7,2,3
"784","2008-02-23",18,10,6,2,4,3,3,3,3,2
"785","2008-02-24",19,7,8,4,4,2,1,5,3,4
"786","2008-02-25",26,17,8,1,5,9,3,4,4,1
"787","2008-02-26",16,10,5,1,2,5,3,3,2,1
"788","2008-02-27",20,6,11,3,2,3,1,3,8,3
"789","2008-02-28",22,10,10,2,5,2,3,4,6,2
"790","2008-02-29",24,13,9,2,3,5,5,5,4,2
"791","2008-03-01",28,11,13,4,5,6,0,9,4,4
"792","2008-03-02",19,11,6,2,2,6,3,2,4,2
"793","2008-03-03",17,11,6,0,5,2,4,4,2,0
"794","2008-03-04",14,6,8,0,2,4,0,2,6,0
"795","2008-03-05",24,13,6,5,8,3,2,4,2,5
"796","2008-03-06",31,14,15,2,5,8,1,7,8,2
"797","2008-03-07",20,12,5,3,8,3,1,1,4,3
"798","2008-03-08",17,8,6,3,2,5,1,3,3,3
"799","2008-03-09",21,13,6,2,3,7,3,3,3,2
"800","2008-03-10",25,13,9,3,5,2,6,3,6,3
"801","2008-03-11",18,7,9,2,3,2,2,3,6,2
"802","2008-03-12",13,3,6,4,3,0,0,3,3,4
"803","2008-03-13",19,8,8,3,2,6,0,5,3,3
"804","2008-03-14",18,13,5,0,6,5,2,4,1,0
"805","2008-03-15",26,11,12,3,4,5,2,6,6,3
"806","2008-03-16",26,11,13,2,6,3,2,8,5,2
"807","2008-03-17",20,11,8,1,8,3,0,4,4,1
"808","2008-03-18",26,14,8,4,4,7,3,2,6,4
"809","2008-03-19",29,16,11,2,7,7,2,5,6,2
"810","2008-03-20",18,6,8,4,4,2,0,2,6,4
"811","2008-03-21",18,10,8,0,5,4,1,3,5,0
"812","2008-03-22",19,13,6,0,7,4,2,3,3,0
"813","2008-03-23",15,9,5,1,3,5,1,2,3,1
"814","2008-03-24",32,20,8,4,10,7,3,3,5,4
"815","2008-03-25",24,13,9,2,5,8,0,5,4,2
"816","2008-03-26",29,12,14,3,4,3,5,7,7,3
"817","2008-03-27",19,7,10,2,1,4,2,6,4,2
"818","2008-03-28",10,7,1,2,1,6,0,1,0,2
"819","2008-03-29",21,12,7,2,5,4,3,5,2,2
"820","2008-03-30",18,7,7,4,2,3,2,3,4,4
"821","2008-03-31",21,10,6,5,4,5,1,3,3,5
"822","2008-04-01",24,12,10,2,3,6,3,3,7,2
"823","2008-04-02",21,12,8,1,2,6,4,7,1,1
"824","2008-04-03",15,6,8,1,4,2,0,3,5,1
"825","2008-04-04",24,12,10,2,3,4,5,6,4,2
"826","2008-04-05",18,10,5,3,1,8,1,2,3,3
"827","2008-04-06",18,11,6,1,3,4,4,6,0,1
"828","2008-04-07",27,13,9,5,4,5,4,3,6,5
"829","2008-04-08",15,9,4,2,2,6,1,2,2,2
"830","2008-04-09",19,9,8,2,3,4,2,4,4,2
"831","2008-04-10",15,9,6,0,3,2,4,4,2,0
"832","2008-04-11",15,7,6,2,5,2,0,4,2,2
"833","2008-04-12",23,9,13,1,4,3,2,9,4,1
"834","2008-04-13",11,4,5,2,0,2,2,2,3,2
"835","2008-04-14",27,14,12,1,4,6,4,8,4,1
"836","2008-04-15",23,10,11,2,6,2,2,4,7,2
"837","2008-04-16",21,8,10,3,3,2,3,4,6,3
"838","2008-04-17",22,11,8,3,2,4,5,5,3,3
"839","2008-04-18",24,10,13,1,4,0,6,8,5,1
"840","2008-04-19",24,13,11,0,4,6,3,5,6,0
"841","2008-04-20",20,10,9,1,4,4,2,6,3,1
"842","2008-04-21",26,15,10,1,7,6,2,6,4,1
"843","2008-04-22",24,9,14,1,4,2,3,10,4,1
"844","2008-04-23",20,13,2,5,3,7,3,1,1,5
"845","2008-04-24",22,13,4,5,6,3,4,2,2,5
"846","2008-04-25",18,12,5,1,4,8,0,3,2,1
"847","2008-04-26",18,9,7,2,3,6,0,5,2,2
"848","2008-04-27",30,18,9,3,4,8,6,4,5,3
"849","2008-04-28",22,13,8,1,3,5,5,6,2,1
"850","2008-04-29",26,14,9,3,4,7,3,4,5,3
"851","2008-04-30",18,10,7,1,4,2,4,1,6,1
"852","2008-05-01",25,10,11,4,6,3,1,5,6,4
"853","2008-05-02",21,10,11,0,2,6,2,8,3,0
"854","2008-05-03",22,12,8,2,3,6,3,4,4,2
"855","2008-05-04",25,14,9,2,3,7,4,5,4,2
"856","2008-05-05",20,15,5,0,6,8,1,2,3,0
"857","2008-05-06",26,13,10,3,4,7,2,5,5,3
"858","2008-05-07",20,8,9,3,3,2,3,3,6,3
"859","2008-05-08",27,13,10,4,6,3,4,4,6,4
"860","2008-05-09",15,8,7,0,3,1,4,3,4,0
"861","2008-05-10",20,11,8,1,6,3,2,6,2,1
"862","2008-05-11",23,11,10,2,5,4,2,5,5,2
"863","2008-05-12",21,10,8,3,5,3,2,5,3,3
"864","2008-05-13",25,14,9,2,8,6,0,5,4,2
"865","2008-05-14",15,5,9,1,4,1,0,4,5,1
"866","2008-05-15",21,11,6,4,3,5,3,2,4,4
"867","2008-05-16",17,10,5,2,2,5,3,1,4,2
"868","2008-05-17",18,11,6,1,4,4,3,3,3,1
"869","2008-05-18",25,15,8,2,7,7,1,6,2,2
"870","2008-05-19",16,5,8,3,2,1,2,3,5,3
"871","2008-05-20",25,15,7,3,5,8,2,3,4,3
"872","2008-05-21",15,9,6,0,3,6,0,1,5,0
"873","2008-05-22",23,8,11,4,1,5,2,6,5,4
"874","2008-05-23",26,10,11,5,5,4,1,5,6,5
"875","2008-05-24",9,2,5,2,0,1,1,3,2,2
"876","2008-05-25",18,11,7,0,3,5,3,4,3,0
"877","2008-05-26",21,12,8,1,2,5,5,2,6,1
"878","2008-05-27",12,8,3,1,4,3,1,2,1,1
"879","2008-05-28",19,12,7,0,4,5,3,3,4,0
"880","2008-05-29",19,9,6,4,3,2,4,5,1,4
"881","2008-05-30",21,14,5,2,4,7,3,3,2,2
"882","2008-05-31",18,9,7,2,5,3,1,4,3,2
"883","2008-06-01",27,11,11,5,5,3,3,7,4,5
"884","2008-06-02",25,14,9,2,2,10,2,3,6,2
"885","2008-06-03",20,9,9,2,3,3,3,3,6,2
"886","2008-06-04",18,6,11,1,3,2,1,5,6,1
"887","2008-06-05",19,5,10,4,3,1,1,4,6,4
"888","2008-06-06",16,7,9,0,6,0,1,7,2,0
"889","2008-06-07",29,18,11,0,9,9,0,8,3,0
"890","2008-06-08",21,7,11,3,3,3,1,8,3,3
"891","2008-06-09",21,9,10,2,5,1,3,4,6,2
"892","2008-06-10",14,4,8,2,2,2,0,4,4,2
"893","2008-06-11",14,8,4,2,4,4,0,3,1,2
"894","2008-06-12",13,6,6,1,2,4,0,1,5,1
"895","2008-06-13",13,7,5,1,4,2,1,2,3,1
"896","2008-06-14",21,10,7,4,3,5,2,4,3,4
"897","2008-06-15",34,19,11,4,4,12,3,5,6,4
"898","2008-06-16",28,18,8,2,4,10,4,3,5,2
"899","2008-06-17",23,13,8,2,4,5,4,1,7,2
"900","2008-06-18",17,10,5,2,2,6,2,4,1,2
"901","2008-06-19",23,8,12,3,4,3,1,5,7,3
"902","2008-06-20",18,9,5,4,2,3,4,1,4,4
"903","2008-06-21",17,6,8,3,3,2,1,7,1,3
"904","2008-06-22",22,11,9,2,2,4,5,7,2,2
"905","2008-06-23",23,15,8,0,6,5,4,4,4,0
"906","2008-06-24",15,4,9,2,0,2,2,7,2,2
"907","2008-06-25",20,11,9,0,4,5,2,6,3,0
"908","2008-06-26",18,10,6,2,3,3,4,5,1,2
"909","2008-06-27",23,11,8,4,5,4,2,6,2,4
"910","2008-06-28",20,11,5,4,5,1,5,4,1,4
"911","2008-06-29",20,15,5,0,6,6,3,2,3,0
"912","2008-06-30",21,10,8,3,5,5,0,2,6,3
"913","2008-07-01",22,8,9,5,4,1,3,5,4,5
"914","2008-07-02",17,11,5,1,6,3,2,2,3,1
"915","2008-07-03",23,6,14,3,2,4,0,7,7,3
"916","2008-07-04",28,12,13,3,3,8,1,9,4,3
"917","2008-07-05",11,3,6,2,1,1,1,2,4,2
"918","2008-07-06",24,14,8,2,7,4,3,3,5,2
"919","2008-07-07",19,8,11,0,4,2,2,7,4,0
"920","2008-07-08",18,9,9,0,3,5,1,6,3,0
"921","2008-07-09",14,7,6,1,2,3,2,2,4,1
"922","2008-07-10",24,9,12,3,4,4,1,6,6,3
"923","2008-07-11",24,10,12,2,3,3,4,2,10,2
"924","2008-07-12",17,11,4,2,3,6,2,4,0,2
"925","2008-07-13",28,13,10,5,7,5,1,3,7,5
"926","2008-07-14",21,13,7,1,8,3,2,2,5,1
"927","2008-07-15",21,11,8,2,6,4,1,8,0,2
"928","2008-07-16",19,8,8,3,3,4,1,6,2,3
"929","2008-07-17",17,9,5,3,5,2,2,2,3,3
